code,location,interlevel,original
133906025,BARANGAY 419,Bgy,True
133906026,BARANGAY 420,Bgy,True
133906027,BARANGAY 421,Bgy,True
133906028,BARANGAY 422,Bgy,True
133906029,BARANGAY 423,Bgy,True
133906030,BARANGAY 424,Bgy,True
133906031,BARANGAY 425,Bgy,True
133906032,BARANGAY 426,Bgy,True
133906033,BARANGAY 427,Bgy,True
133906034,BARANGAY 428,Bgy,True
133906035,BARANGAY 429,Bgy,True
133906036,BARANGAY 430,Bgy,True
133906037,BARANGAY 431,Bgy,True
133906038,BARANGAY 432,Bgy,True
133906039,BARANGAY 433,Bgy,True
133906040,BARANGAY 434,Bgy,True
133906041,BARANGAY 435,Bgy,True
133906042,BARANGAY 436,Bgy,True
133906043,BARANGAY 437,Bgy,True
133906044,BARANGAY 438,Bgy,True
133906045,BARANGAY 439,Bgy,True
133906046,BARANGAY 440,Bgy,True
133906047,BARANGAY 441,Bgy,True
133906048,BARANGAY 442,Bgy,True
133906049,BARANGAY 443,Bgy,True
133906050,BARANGAY 444,Bgy,True
133906051,BARANGAY 445,Bgy,True
133906052,BARANGAY 446,Bgy,True
133906053,BARANGAY 447,Bgy,True
133906054,BARANGAY 448,Bgy,True
133906055,BARANGAY 449,Bgy,True
133906056,BARANGAY 450,Bgy,True
133906057,BARANGAY 451,Bgy,True
133906058,BARANGAY 452,Bgy,True
133906059,BARANGAY 453,Bgy,True
133906060,BARANGAY 454,Bgy,True
133906061,BARANGAY 455,Bgy,True
133906062,BARANGAY 456,Bgy,True
133906063,BARANGAY 457,Bgy,True
133906064,BARANGAY 458,Bgy,True
133906065,BARANGAY 459,Bgy,True
133906066,BARANGAY 460,Bgy,True
133906067,BARANGAY 461,Bgy,True
133906068,BARANGAY 462,Bgy,True
133906069,BARANGAY 463,Bgy,True
133906070,BARANGAY 464,Bgy,True
133906071,BARANGAY 465,Bgy,True
133906072,BARANGAY 466,Bgy,True
133906073,BARANGAY 467,Bgy,True
133906074,BARANGAY 468,Bgy,True
133906075,BARANGAY 469,Bgy,True
133906076,BARANGAY 470,Bgy,True
133906077,BARANGAY 471,Bgy,True
133906078,BARANGAY 472,Bgy,True
133906079,BARANGAY 473,Bgy,True
133906080,BARANGAY 474,Bgy,True
133906081,BARANGAY 475,Bgy,True
133906082,BARANGAY 476,Bgy,True
133906083,BARANGAY 477,Bgy,True
133906084,BARANGAY 478,Bgy,True
133906085,BARANGAY 479,Bgy,True
133906086,BARANGAY 480,Bgy,True
133906087,BARANGAY 481,Bgy,True
133906088,BARANGAY 482,Bgy,True
133906089,BARANGAY 483,Bgy,True
133906090,BARANGAY 484,Bgy,True
133906091,BARANGAY 485,Bgy,True
133906092,BARANGAY 486,Bgy,True
133906093,BARANGAY 487,Bgy,True
133906094,BARANGAY 488,Bgy,True
133906095,BARANGAY 489,Bgy,True
133906096,BARANGAY 490,Bgy,True
133906097,BARANGAY 491,Bgy,True
133906098,BARANGAY 492,Bgy,True
133906099,BARANGAY 493,Bgy,True
133906100,BARANGAY 494,Bgy,True
133906101,BARANGAY 495,Bgy,True
133906102,BARANGAY 496,Bgy,True
133906103,BARANGAY 497,Bgy,True
133906104,BARANGAY 498,Bgy,True
133906105,BARANGAY 499,Bgy,True
133906106,BARANGAY 500,Bgy,True
133906107,BARANGAY 501,Bgy,True
133906108,BARANGAY 502,Bgy,True
133906109,BARANGAY 503,Bgy,True
133906110,BARANGAY 504,Bgy,True
133906111,BARANGAY 505,Bgy,True
133906112,BARANGAY 506,Bgy,True
133906113,BARANGAY 507,Bgy,True
133906114,BARANGAY 508,Bgy,True
133906115,BARANGAY 509,Bgy,True
133906116,BARANGAY 510,Bgy,True
133906117,BARANGAY 511,Bgy,True
133906118,BARANGAY 512,Bgy,True
133906119,BARANGAY 513,Bgy,True
133906120,BARANGAY 514,Bgy,True
133906121,BARANGAY 515,Bgy,True
133906122,BARANGAY 516,Bgy,True
133906123,BARANGAY 517,Bgy,True
133906124,BARANGAY 518,Bgy,True
133906125,BARANGAY 519,Bgy,True
133906126,BARANGAY 520,Bgy,True
133906127,BARANGAY 521,Bgy,True
133906128,BARANGAY 522,Bgy,True
133906129,BARANGAY 523,Bgy,True
133906130,BARANGAY 524,Bgy,True
133906131,BARANGAY 525,Bgy,True
133906132,BARANGAY 526,Bgy,True
133906133,BARANGAY 527,Bgy,True
133906134,BARANGAY 528,Bgy,True
133906135,BARANGAY 529,Bgy,True
133906136,BARANGAY 530,Bgy,True
133906137,BARANGAY 531,Bgy,True
133906138,BARANGAY 532,Bgy,True
133906139,BARANGAY 533,Bgy,True
133906140,BARANGAY 534,Bgy,True
133906141,BARANGAY 535,Bgy,True
133906142,BARANGAY 536,Bgy,True
133906143,BARANGAY 537,Bgy,True
133906144,BARANGAY 538,Bgy,True
133906145,BARANGAY 539,Bgy,True
133906146,BARANGAY 540,Bgy,True
133906147,BARANGAY 541,Bgy,True
133906148,BARANGAY 542,Bgy,True
133906149,BARANGAY 543,Bgy,True
133906150,BARANGAY 544,Bgy,True
133906151,BARANGAY 545,Bgy,True
133906152,BARANGAY 546,Bgy,True
133906153,BARANGAY 547,Bgy,True
133906154,BARANGAY 548,Bgy,True
133906155,BARANGAY 549,Bgy,True
133906156,BARANGAY 550,Bgy,True
133906157,BARANGAY 551,Bgy,True
133906158,BARANGAY 552,Bgy,True
133906159,BARANGAY 553,Bgy,True
133906160,BARANGAY 554,Bgy,True
133906161,BARANGAY 555,Bgy,True
133906162,BARANGAY 556,Bgy,True
133906163,BARANGAY 557,Bgy,True
133906164,BARANGAY 558,Bgy,True
133906165,BARANGAY 559,Bgy,True
133906166,BARANGAY 560,Bgy,True
133906167,BARANGAY 561,Bgy,True
133906168,BARANGAY 562,Bgy,True
133906169,BARANGAY 563,Bgy,True
133906170,BARANGAY 564,Bgy,True
133906171,BARANGAY 565,Bgy,True
133906172,BARANGAY 566,Bgy,True
133906173,BARANGAY 567,Bgy,True
133906174,BARANGAY 568,Bgy,True
133906175,BARANGAY 569,Bgy,True
133906176,BARANGAY 570,Bgy,True
133906177,BARANGAY 571,Bgy,True
133906178,BARANGAY 572,Bgy,True
133906179,BARANGAY 573,Bgy,True
133906180,BARANGAY 574,Bgy,True
133906181,BARANGAY 575,Bgy,True
133906182,BARANGAY 576,Bgy,True
133906183,BARANGAY 577,Bgy,True
133906184,BARANGAY 578,Bgy,True
133906185,BARANGAY 579,Bgy,True
133906186,BARANGAY 580,Bgy,True
133906187,BARANGAY 581,Bgy,True
133906188,BARANGAY 582,Bgy,True
133906189,BARANGAY 583,Bgy,True
133906190,BARANGAY 584,Bgy,True
133906191,BARANGAY 585,Bgy,True
133906192,BARANGAY 586,Bgy,True
133906193,BARANGAY 587,Bgy,True
133906194,BARANGAY 587-A,Bgy,True
133906195,BARANGAY 588,Bgy,True
133906196,BARANGAY 589,Bgy,True
133906197,BARANGAY 590,Bgy,True
133906198,BARANGAY 591,Bgy,True
133906199,BARANGAY 592,Bgy,True
133906200,BARANGAY 593,Bgy,True
133906201,BARANGAY 594,Bgy,True
133906202,BARANGAY 595,Bgy,True
133906203,BARANGAY 596,Bgy,True
133906204,BARANGAY 597,Bgy,True
133906205,BARANGAY 598,Bgy,True
133906206,BARANGAY 599,Bgy,True
133906207,BARANGAY 600,Bgy,True
133906208,BARANGAY 601,Bgy,True
133906209,BARANGAY 602,Bgy,True
133906210,BARANGAY 603,Bgy,True
133906211,BARANGAY 604,Bgy,True
133906212,BARANGAY 605,Bgy,True
133906213,BARANGAY 606,Bgy,True
133906214,BARANGAY 607,Bgy,True
133906215,BARANGAY 608,Bgy,True
133906216,BARANGAY 609,Bgy,True
133906217,BARANGAY 610,Bgy,True
133906218,BARANGAY 611,Bgy,True
133906219,BARANGAY 612,Bgy,True
133906220,BARANGAY 613,Bgy,True
133906221,BARANGAY 614,Bgy,True
133906222,BARANGAY 615,Bgy,True
133906223,BARANGAY 616,Bgy,True
133906224,BARANGAY 617,Bgy,True
133906225,BARANGAY 618,Bgy,True
133906226,BARANGAY 619,Bgy,True
133906227,BARANGAY 620,Bgy,True
133906228,BARANGAY 621,Bgy,True
133906229,BARANGAY 622,Bgy,True
133906230,BARANGAY 623,Bgy,True
133906231,BARANGAY 624,Bgy,True
133906232,BARANGAY 625,Bgy,True
133906233,BARANGAY 626,Bgy,True
133906234,BARANGAY 627,Bgy,True
133906235,BARANGAY 628,Bgy,True
133906236,BARANGAY 629,Bgy,True
133906237,BARANGAY 630,Bgy,True
133906238,BARANGAY 631,Bgy,True
133906239,BARANGAY 632,Bgy,True
133906240,BARANGAY 633,Bgy,True
133906241,BARANGAY 634,Bgy,True
133906242,BARANGAY 635,Bgy,True
133906243,BARANGAY 636,Bgy,True
133907000,SAN MIGUEL,SubMun,True
133907001,BARANGAY 637,Bgy,True
133907002,BARANGAY 638,Bgy,True
133907003,BARANGAY 639,Bgy,True
133907004,BARANGAY 640,Bgy,True
133907005,BARANGAY 641,Bgy,True
133907006,BARANGAY 642,Bgy,True
133907007,BARANGAY 643,Bgy,True
133907008,BARANGAY 644,Bgy,True
133907009,BARANGAY 645,Bgy,True
133907010,BARANGAY 646,Bgy,True
133907011,BARANGAY 647,Bgy,True
133907012,BARANGAY 648,Bgy,True
133908000,ERMITA,SubMun,True
133908001,BARANGAY 659,Bgy,True
133908002,BARANGAY 659-A,Bgy,True
133908003,BARANGAY 660,Bgy,True
133908004,BARANGAY 660-A,Bgy,True
133908005,BARANGAY 661,Bgy,True
133908008,BARANGAY 666,Bgy,True
133908009,BARANGAY 667,Bgy,True
133908010,BARANGAY 668,Bgy,True
133908011,BARANGAY 669,Bgy,True
133908012,BARANGAY 670,Bgy,True
133908013,BARANGAY 663,Bgy,True
133908014,BARANGAY 663-A,Bgy,True
133908015,BARANGAY 664,Bgy,True
133909000,INTRAMUROS,SubMun,True
133909001,BARANGAY 654,Bgy,True
133909002,BARANGAY 655,Bgy,True
133909003,BARANGAY 656,Bgy,True
133909004,BARANGAY 657,Bgy,True
133909005,BARANGAY 658,Bgy,True
133910000,MALATE,SubMun,True
133910004,BARANGAY 689,Bgy,True
133910005,BARANGAY 690,Bgy,True
133910006,BARANGAY 691,Bgy,True
133910007,BARANGAY 692,Bgy,True
133910008,BARANGAY 693,Bgy,True
133910009,BARANGAY 694,Bgy,True
133910010,BARANGAY 695,Bgy,True
133910011,BARANGAY 696,Bgy,True
133910012,BARANGAY 697,Bgy,True
133910013,BARANGAY 698,Bgy,True
133910014,BARANGAY 699,Bgy,True
133910015,BARANGAY 700,Bgy,True
133910016,BARANGAY 701,Bgy,True
133910017,BARANGAY 702,Bgy,True
133910018,BARANGAY 703,Bgy,True
133910019,BARANGAY 704,Bgy,True
133910020,BARANGAY 705,Bgy,True
133910021,BARANGAY 706,Bgy,True
133910022,BARANGAY 707,Bgy,True
133910023,BARANGAY 708,Bgy,True
133910024,BARANGAY 709,Bgy,True
133910025,BARANGAY 710,Bgy,True
133910026,BARANGAY 711,Bgy,True
133910027,BARANGAY 712,Bgy,True
133910028,BARANGAY 713,Bgy,True
133910029,BARANGAY 714,Bgy,True
133910030,BARANGAY 715,Bgy,True
133910031,BARANGAY 716,Bgy,True
133910032,BARANGAY 717,Bgy,True
133910033,BARANGAY 718,Bgy,True
133910034,BARANGAY 719,Bgy,True
133910035,BARANGAY 720,Bgy,True
133910036,BARANGAY 721,Bgy,True
133910037,BARANGAY 722,Bgy,True
133910038,BARANGAY 723,Bgy,True
133910039,BARANGAY 724,Bgy,True
133910040,BARANGAY 725,Bgy,True
133910041,BARANGAY 726,Bgy,True
133910042,BARANGAY 727,Bgy,True
133910043,BARANGAY 728,Bgy,True
133910044,BARANGAY 729,Bgy,True
133910045,BARANGAY 730,Bgy,True
133910046,BARANGAY 731,Bgy,True
133910047,BARANGAY 732,Bgy,True
133910048,BARANGAY 733,Bgy,True
133910052,BARANGAY 738,Bgy,True
133910053,BARANGAY 739,Bgy,True
133910054,BARANGAY 740,Bgy,True
133910055,BARANGAY 741,Bgy,True
133910056,BARANGAY 742,Bgy,True
133910057,BARANGAY 743,Bgy,True
133910058,BARANGAY 744,Bgy,True
133910059,BARANGAY 688,Bgy,True
133910060,BARANGAY 735,Bgy,True
133910061,BARANGAY 736,Bgy,True
133910062,BARANGAY 737,Bgy,True
133910063,BARANGAY 734,Bgy,True
133911000,PACO,SubMun,True
133911001,BARANGAY 662,Bgy,True
133911004,BARANGAY 664-A,Bgy,True
133911005,BARANGAY 671,Bgy,True
133911006,BARANGAY 672,Bgy,True
133911007,BARANGAY 673,Bgy,True
133911008,BARANGAY 674,Bgy,True
133911009,BARANGAY 675,Bgy,True
133911010,BARANGAY 676,Bgy,True
133911011,BARANGAY 677,Bgy,True
133911012,BARANGAY 678,Bgy,True
133911013,BARANGAY 679,Bgy,True
133911014,BARANGAY 680,Bgy,True
133911015,BARANGAY 681,Bgy,True
133911016,BARANGAY 682,Bgy,True
133911017,BARANGAY 683,Bgy,True
133911018,BARANGAY 684,Bgy,True
133911019,BARANGAY 685,Bgy,True
133911023,BARANGAY 809,Bgy,True
133911024,BARANGAY 810,Bgy,True
133911025,BARANGAY 811,Bgy,True
133911026,BARANGAY 812,Bgy,True
133911027,BARANGAY 813,Bgy,True
133911028,BARANGAY 814,Bgy,True
133911029,BARANGAY 815,Bgy,True
133911030,BARANGAY 816,Bgy,True
133911031,BARANGAY 817,Bgy,True
133911032,BARANGAY 818,Bgy,True
133911034,BARANGAY 819,Bgy,True
133911035,BARANGAY 820,Bgy,True
133911036,BARANGAY 821,Bgy,True
133911037,BARANGAY 822,Bgy,True
133911038,BARANGAY 823,Bgy,True
133911039,BARANGAY 824,Bgy,True
133911040,BARANGAY 825,Bgy,True
133911041,BARANGAY 826,Bgy,True
133911042,BARANGAY 827,Bgy,True
133911043,BARANGAY 828,Bgy,True
133911044,BARANGAY 829,Bgy,True
133911045,BARANGAY 830,Bgy,True
133911046,BARANGAY 831,Bgy,True
133911047,BARANGAY 832,Bgy,True
133911048,BARANGAY 686,Bgy,True
133911049,BARANGAY 687,Bgy,True
133912000,PANDACAN,SubMun,True
133912001,BARANGAY 833,Bgy,True
133912002,BARANGAY 834,Bgy,True
133912003,BARANGAY 835,Bgy,True
133912004,BARANGAY 836,Bgy,True
133912005,BARANGAY 837,Bgy,True
133912006,BARANGAY 838,Bgy,True
133912007,BARANGAY 839,Bgy,True
133912008,BARANGAY 840,Bgy,True
133912009,BARANGAY 841,Bgy,True
133912010,BARANGAY 842,Bgy,True
133912011,BARANGAY 843,Bgy,True
133912012,BARANGAY 844,Bgy,True
133912013,BARANGAY 845,Bgy,True
133912014,BARANGAY 846,Bgy,True
133912015,BARANGAY 847,Bgy,True
133912016,BARANGAY 848,Bgy,True
133912017,BARANGAY 849,Bgy,True
133912018,BARANGAY 850,Bgy,True
133912019,BARANGAY 851,Bgy,True
133912020,BARANGAY 852,Bgy,True
133912021,BARANGAY 853,Bgy,True
133912023,BARANGAY 855,Bgy,True
133912024,BARANGAY 856,Bgy,True
133912025,BARANGAY 857,Bgy,True
133912026,BARANGAY 858,Bgy,True
133912027,BARANGAY 859,Bgy,True
133912028,BARANGAY 860,Bgy,True
133912029,BARANGAY 861,Bgy,True
133912030,BARANGAY 862,Bgy,True
133912031,BARANGAY 863,Bgy,True
133912032,BARANGAY 864,Bgy,True
133912033,BARANGAY 865,Bgy,True
133912034,BARANGAY 867,Bgy,True
133912035,BARANGAY 868,Bgy,True
133912036,BARANGAY 870,Bgy,True
133912037,BARANGAY 871,Bgy,True
133912038,BARANGAY 872,Bgy,True
133912039,BARANGAY 869,Bgy,True
133913000,PORT AREA,SubMun,True
133913001,BARANGAY 649,Bgy,True
133913002,BARANGAY 650,Bgy,True
133913003,BARANGAY 651,Bgy,True
133913004,BARANGAY 652,Bgy,True
133913005,BARANGAY 653,Bgy,True
133914000,SANTA ANA,SubMun,True
133914002,BARANGAY 745,Bgy,True
133914003,BARANGAY 746,Bgy,True
133914004,BARANGAY 747,Bgy,True
133914005,BARANGAY 748,Bgy,True
133914006,BARANGAY 749,Bgy,True
133914007,BARANGAY 750,Bgy,True
133914008,BARANGAY 751,Bgy,True
133914009,BARANGAY 752,Bgy,True
133914010,BARANGAY 753,Bgy,True
133914011,BARANGAY 755,Bgy,True
133914012,BARANGAY 756,Bgy,True
133914013,BARANGAY 757,Bgy,True
133914014,BARANGAY 758,Bgy,True
133914015,BARANGAY 759,Bgy,True
133914016,BARANGAY 760,Bgy,True
133914017,BARANGAY 761,Bgy,True
133914018,BARANGAY 762,Bgy,True
133914019,BARANGAY 763,Bgy,True
133914020,BARANGAY 764,Bgy,True
133914021,BARANGAY 765,Bgy,True
133914022,BARANGAY 766,Bgy,True
133914023,BARANGAY 767,Bgy,True
133914024,BARANGAY 768,Bgy,True
133914025,BARANGAY 769,Bgy,True
133914026,BARANGAY 770,Bgy,True
133914027,BARANGAY 771,Bgy,True
133914028,BARANGAY 772,Bgy,True
133914029,BARANGAY 773,Bgy,True
133914030,BARANGAY 774,Bgy,True
133914031,BARANGAY 775,Bgy,True
133914032,BARANGAY 776,Bgy,True
133914033,BARANGAY 777,Bgy,True
133914034,BARANGAY 778,Bgy,True
133914035,BARANGAY 779,Bgy,True
133914036,BARANGAY 780,Bgy,True
133914037,BARANGAY 781,Bgy,True
133914038,BARANGAY 782,Bgy,True
133914039,BARANGAY 783,Bgy,True
133914040,BARANGAY 784,Bgy,True
133914041,BARANGAY 785,Bgy,True
133914042,BARANGAY 786,Bgy,True
133914043,BARANGAY 787,Bgy,True
133914044,BARANGAY 788,Bgy,True
133914045,BARANGAY 789,Bgy,True
133914046,BARANGAY 790,Bgy,True
133914047,BARANGAY 791,Bgy,True
133914048,BARANGAY 792,Bgy,True
133914049,BARANGAY 793,Bgy,True
133914050,BARANGAY 794,Bgy,True
133914051,BARANGAY 795,Bgy,True
133914052,BARANGAY 796,Bgy,True
133914053,BARANGAY 797,Bgy,True
133914054,BARANGAY 798,Bgy,True
133914055,BARANGAY 799,Bgy,True
133914056,BARANGAY 800,Bgy,True
133914057,BARANGAY 801,Bgy,True
133914058,BARANGAY 802,Bgy,True
133914059,BARANGAY 803,Bgy,True
133914060,BARANGAY 804,Bgy,True
133914061,BARANGAY 805,Bgy,True
133914062,BARANGAY 806,Bgy,True
133914063,BARANGAY 807,Bgy,True
133914064,BARANGAY 866,Bgy,True
133914066,BARANGAY 873,Bgy,True
133914067,BARANGAY 874,Bgy,True
133914068,BARANGAY 875,Bgy,True
133914069,BARANGAY 876,Bgy,True
133914070,BARANGAY 877,Bgy,True
133914071,BARANGAY 878,Bgy,True
133914072,BARANGAY 879,Bgy,True
133914073,BARANGAY 880,Bgy,True
133914074,BARANGAY 881,Bgy,True
133914075,BARANGAY 882,Bgy,True
133914076,BARANGAY 883,Bgy,True
133914077,BARANGAY 884,Bgy,True
133914078,BARANGAY 885,Bgy,True
133914079,BARANGAY 886,Bgy,True
133914080,BARANGAY 887,Bgy,True
133914081,BARANGAY 888,Bgy,True
133914082,BARANGAY 889,Bgy,True
133914083,BARANGAY 890,Bgy,True
133914084,BARANGAY 891,Bgy,True
133914085,BARANGAY 892,Bgy,True
133914086,BARANGAY 893,Bgy,True
133914087,BARANGAY 894,Bgy,True
133914088,BARANGAY 895,Bgy,True
133914089,BARANGAY 896,Bgy,True
133914090,BARANGAY 897,Bgy,True
133914091,BARANGAY 898,Bgy,True
133914092,BARANGAY 899,Bgy,True
133914093,BARANGAY 900,Bgy,True
133914094,BARANGAY 901,Bgy,True
133914095,BARANGAY 902,Bgy,True
133914096,BARANGAY 903,Bgy,True
133914097,BARANGAY 904,Bgy,True
133914098,BARANGAY 905,Bgy,True
133914099,BARANGAY 754,Bgy,True
133914100,BARANGAY 808,Bgy,True
133914101,BARANGAY 818-A,Bgy,True
137400000,"METRO MANILA, SECOND DISTRICT (NOT A PROVINCE)",Dist,False
137400000,"METROPOLITAN MANILA, SECOND DISTRICT (NOT A PROVINCE)",Dist,False
137400000,"MANILA, SECOND DISTRICT (NOT A PROVINCE)",Dist,False
137400000,"NATIONAL CAPITAL REGION, SECOND DISTRICT (NOT A PROVINCE)",Dist,False
137400000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",Dist,True
137401000,CITY OF MANDALUYONG,City,True
137401000,MANDALUYONG,City,False
137401001,ADDITION HILLS,Bgy,True
137401002,BAGONG SILANG,Bgy,True
137401003,BARANGKA DRIVE,Bgy,True
137401004,BARANGKA IBABA,Bgy,True
137401005,BARANGKA ILAYA,Bgy,True
137401006,BARANGKA ITAAS,Bgy,True
137401007,BUROL,Bgy,True
137401008,BUAYANG BATO,Bgy,True
137401009,DAANG BAKAL,Bgy,True
137401010,HAGDANG BATO ITAAS,Bgy,True
137401011,HAGDANG BATO LIBIS,Bgy,True
137401012,HARAPIN ANG BUKAS,Bgy,True
137401013,HIGHWAY HILLS,Bgy,True
137401014,HULO,Bgy,True
137401015,MABINI-J. RIZAL,Bgy,True
137401016,MALAMIG,Bgy,True
137401017,MAUWAY,Bgy,True
137401018,NAMAYAN,Bgy,True
137401019,NEW ZAÑIGA,Bgy,True
137401019,NEW ZANIGA,Bgy,False
137401020,OLD ZAÑIGA,Bgy,True
137401020,OLD ZANIGA,Bgy,False
137401021,PAG-ASA,Bgy,True
137401022,PLAINVIEW,Bgy,True
137401023,PLEASANT HILLS,Bgy,True
137401024,POBLACION,Bgy,True
137401025,SAN JOSE,Bgy,True
137401026,VERGARA,Bgy,True
137401027,WACK-WACK GREENHILLS,Bgy,True
137402000,MARIKINA,City,False
137402000,CITY OF MARIKINA,City,True
137402001,BARANGKA,Bgy,True
137402002,CALUMPANG,Bgy,True
137402003,CONCEPCION 1,Bgy,False
137402003,CONCEPCION UNO,Bgy,True
137402004,JESUS DE LA PENA,Bgy,False
137402004,JESUS DE LA PEÑA,Bgy,True
137402005,MALANDAY,Bgy,True
137402006,NANGKA,Bgy,True
137402007,PARANG,Bgy,True
137402008,SAN ROQUE,Bgy,True
137402009,SANTA ELENA (POB.),Bgy,True
137402009,SANTA ELENA,Bgy,False
137402010,SANTO NINO,Bgy,False
137402010,SANTO NIÑO,Bgy,True
137402011,TAÑONG,Bgy,True
137402011,TANONG,Bgy,False
137402012,CONCEPCION DOS,Bgy,True
137402012,CONCEPCION 2,Bgy,False
137402013,MARIKINA HEIGHTS (CONCEPCION),Bgy,True
137402013,CONCEPCION,Bgy,False
137402013,MARIKINA HEIGHTS,Bgy,False
137402014,INDUSTRIAL VALLEY,Bgy,True
137402015,FORTUNE,Bgy,True
137402016,TUMANA,Bgy,True
137403000,PASIG,City,False
137403000,CITY OF PASIG,City,True
137403001,BAGONG ILOG,Bgy,True
137403002,BAGONG KATIPUNAN,Bgy,True
137403003,BAMBANG,Bgy,True
137403004,BUTING,Bgy,True
137403005,CANIOGAN,Bgy,True
137403006,DELA PAZ,Bgy,True
137403007,KALAWAAN,Bgy,True
137403008,KAPASIGAN,Bgy,True
137403009,KAPITOLYO,Bgy,True
137403010,MALINAO,Bgy,True
137403011,MANGGAHAN,Bgy,True
137403012,MAYBUNGA,Bgy,True
137403013,ORANBO,Bgy,True
137403014,PALATIW,Bgy,True
137403015,PINAGBUHATAN,Bgy,True
137403016,PINEDA,Bgy,True
137403017,ROSARIO,Bgy,True
137403018,SAGAD,Bgy,True
137403019,SAN ANTONIO,Bgy,True
137403020,SAN JOAQUIN,Bgy,True
137403021,SAN JOSE,Bgy,True
137403022,SAN MIGUEL,Bgy,True
137403023,SAN NICOLAS (POB.),Bgy,True
137403023,SAN NICOLAS,Bgy,False
137403024,SANTA CRUZ,Bgy,True
137403025,SANTA ROSA,Bgy,True
137403026,SANTO TOMAS,Bgy,True
137403027,SANTOLAN,Bgy,True
137403028,SUMILANG,Bgy,True
137403029,UGONG,Bgy,True
137403030,SANTA LUCIA,Bgy,True
137404000,QUEZON CITY,City,True
137404000,QUEZON,City,False
137404001,ALICIA,Bgy,True
137404002,AMIHAN,Bgy,True
137404003,APOLONIO SAMSON,Bgy,True
137404004,AURORA,Bgy,True
137404005,BAESA,Bgy,True
137404006,BAGBAG,Bgy,True
137404007,BAGUMBUHAY,Bgy,True
137404008,BAGONG LIPUNAN NG CRAME,Bgy,True
137404009,BAGONG PAG-ASA,Bgy,True
137404010,BAGONG SILANGAN,Bgy,True
137404011,BAGUMBAYAN,Bgy,True
137404012,BAHAY TORO,Bgy,True
137404013,BALINGASA,Bgy,True
137404014,BAYANIHAN,Bgy,True
137404015,BLUE RIDGE A,Bgy,True
137404016,BLUE RIDGE B,Bgy,True
137404017,BOTOCAN,Bgy,True
137404018,BUNGAD,Bgy,True
137404019,CAMP AGUINALDO,Bgy,True
137404020,CENTRAL,Bgy,True
137404021,CLARO,Bgy,True
137404022,COMMONWEALTH,Bgy,True
137404023,CONSTITUTION HILLS,Bgy,False
137404023,NEW ERA,Bgy,False
137404023,NEW ERA (CONSTITUTION HILLS),Bgy,True
137404024,KRISTONG HARI,Bgy,True
137404025,CULIAT,Bgy,True
137404026,DAMAR,Bgy,True
137404027,DAMAYAN,Bgy,True
137404028,DAMAYANG LAGI,Bgy,True
137404029,DEL MONTE,Bgy,True
137404030,DIOQUINO ZOBEL,Bgy,True
137404031,DONA IMELDA,Bgy,False
137404031,DOÑA IMELDA,Bgy,True
137404032,DONA JOSEFA,Bgy,False
137404032,DOÑA JOSEFA,Bgy,True
137404033,DON MANUEL,Bgy,True
137404034,DUYAN-DUYAN,Bgy,True
137404035,E. RODRIGUEZ,Bgy,True
137404036,EAST KAMIAS,Bgy,True
137404037,ESCOPA I,Bgy,True
137404037,ESCOPA 1,Bgy,False
137404038,ESCOPA 2,Bgy,False
137404038,ESCOPA II,Bgy,True
137404039,ESCOPA 3,Bgy,False
137404039,ESCOPA III,Bgy,True
137404040,ESCOPA 4,Bgy,False
137404040,ESCOPA IV,Bgy,True
137404041,FAIRVIEW,Bgy,True
137404042,GINTONG SILAHIS,Bgy,False
137404042,N.S. AMORANTO (GINTONG SILAHIS),Bgy,True
137404042,N.S. AMORANTO,Bgy,False
137404043,GULOD,Bgy,True
137404044,HORSESHOE,Bgy,True
137404045,IMMACULATE CONCEPCION,Bgy,True
137404046,KALIGAYAHAN,Bgy,True
137404047,KALUSUGAN,Bgy,True
137404048,KAMUNING,Bgy,True
137404049,KATIPUNAN,Bgy,True
137404050,KAUNLARAN,Bgy,True
137404051,KRUS NA LIGAS,Bgy,True
137404052,LAGING HANDA,Bgy,True
137404053,LIBIS,Bgy,True
137404054,LOURDES,Bgy,True
137404055,LOYOLA HEIGHTS,Bgy,True
137404056,MAHARLIKA,Bgy,True
137404057,MALAYA,Bgy,True
137404058,MANRESA,Bgy,True
137404059,MANGGA,Bgy,True
137404060,MARIANA,Bgy,True
137404061,MARIBLO,Bgy,True
137404062,MARILAG,Bgy,True
137404063,MASAGANA,Bgy,True
137404064,MASAMBONG,Bgy,True
137404065,SANTO DOMINGO,Bgy,False
137404065,SANTO DOMINGO (MATALAHIB),Bgy,True
137404065,MATALAHIB,Bgy,False
137404066,MATANDANG BALARA,Bgy,True
137404067,MILAGROSA,Bgy,True
137404068,NAGKAISANG NAYON,Bgy,True
137404069,NAYONG KANLURAN,Bgy,True
137404070,NOVALICHES PROPER,Bgy,True
137404071,OBRERO,Bgy,True
137404072,OLD CAPITOL SITE,Bgy,True
137404073,PAANG BUNDOK,Bgy,True
137404074,PAG-IBIG SA NAYON,Bgy,True
137404075,PALIGSAHAN,Bgy,True
137404076,PALTOK,Bgy,True
137404077,PANSOL,Bgy,True
137404078,PARAISO,Bgy,True
137404079,PASONG PUTIK PROPER,Bgy,False
137404079,PASONG PUTIK,Bgy,False
137404079,PASONG PUTIK PROPER (PASONG PUTIK),Bgy,True
