source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
Pinagbayanan-Sanjuan,PINAGBAYANAN,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023028,Ambiguous
Poblacion-Sanjuan,POBLACION,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023029,Ambiguous
Poctol,POCTOL,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023030,Exact
Pulangbato,PULANGBATO,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023031,Exact
Putingbuhangin,PUTINGBUHANGIN,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023032,Exact
Quipot,QUIPOT,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023033,Exact
Sampiro,SAMPIRO,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023034,Exact
Sapangan,SAPANGAN,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023035,Exact
Sico I,SICO I,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023036,Exact
Sico II,SICO II,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023037,Exact
Subukin,SUBUKIN,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023038,Exact
Talahiban I,TALAHIBAN I,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023039,Exact
Talahiban II,TALAHIBAN II,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023040,Exact
Ticalan,TICALAN,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023041,Exact
Tipaz,TIPAZ,SAN JUAN,SAN JUAN,Batangas,BATANGAS,041023042,Exact
,,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024000,Exact
Abiacao,ABIACAO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024001,Exact
Bagong Tubig-SanLuis,BAGONG TUBIG,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024002,Ambiguous
Balagtasin-Sanluis,BALAGTASIN,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024003,Ambiguous
Balite,BALITE,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024004,Exact
Banoyo,BANOYO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024005,Exact
Boboy,BOBOY,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024006,Exact
Bonliw,BONLIW,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024007,Exact
Calumpang East,CALUMPANG EAST,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024009,Exact
Calumpang West,CALUMPANG WEST,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024008,Exact
Dulangan,DULANGAN,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024010,Exact
Durungao-Sanluis,DURUNGAO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024011,Ambiguous
Locloc-Sanluis,LOCLOC,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024012,Ambiguous
Luya-Sanluis,LUYA,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024013,Ambiguous
Mahabang Parang-Sanluis,MAHABANG PARANG,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024014,Ambiguous
Manggahan-Sanluis,MANGGAHAN,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024015,Ambiguous
Muzon-Sanluis,MUZON,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024016,Ambiguous
Poblacion-Sanluis,POBLACION,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024028,Ambiguous
San Antonio-Sanluis,SAN ANTONIO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024019,Ambiguous
San Isidro-San Luis,SAN ISIDRO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024020,Ambiguous
San Jose-San Luis,SAN JOSE,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024021,Ambiguous
San Martin,SAN MARTIN,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024022,Exact
Santa Monica,SANTA MONICA,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024023,Exact
Taliba,TALIBA,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024024,Exact
Talon-Sanluis,TALON,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024025,Ambiguous
Tejero,TEJERO,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024026,Exact
Tungal,TUNGAL,SAN LUIS,SAN LUIS,Batangas,BATANGAS,041024027,Exact
,,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025000,Exact
Abelo,ABELO,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025001,Exact
Alas-as,ALAS-AS,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025018,Exact
Balete-Sannicolas,BALETE,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025002,Ambiguous
Baluk-baluk,BALUK-BALUK,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025003,Exact
Bancoro,BANCORO,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025004,Exact
Bangin-Sannicolas,BANGIN,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025005,Ambiguous
Calangay,CALANGAY,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025006,Exact
Hipit,HIPIT,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025007,Exact
Maabud North,MAABUD NORTH,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025009,Exact
Maabud South,MAABUD SOUTH,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025010,Exact
Munlawin,MUNLAWIN,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025011,Exact
Pansipit-Sannicolas,PANSIPIT,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025012,Ambiguous
Poblacion,POBLACION,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025013,Exact
Pulang-Bato,PULANG-BATO,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025019,Exact
Santo Nino-Sannicolas,SANTO NINO,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025014,Ambiguous
Sinturisan,SINTURISAN,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025015,Exact
Tagudtod,TAGUDTOD,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025016,Exact
Talang,TALANG,SAN NICOLAS,SAN NICOLAS,Batangas,BATANGAS,041025017,Exact
,,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026000,Exact
Alalum,ALALUM,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026001,Exact
Antipolo-SanPascual,ANTIPOLO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026002,Ambiguous
Balimbing-Sanpascual,BALIMBING,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026003,Ambiguous
Banaba-Sanpascual,BANABA,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026004,Ambiguous
Bayanan,BAYANAN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026005,Exact
Danglayan,DANGLAYAN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026006,Exact
Del Pilar,DEL PILAR,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026007,Exact
Gelerang Kawayan,GELERANG KAWAYAN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026008,Exact
Ilat North,ILAT NORTH,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026009,Exact
Ilat South,ILAT SOUTH,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026010,Exact
Kaingin,KAINGIN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026011,Exact
Laurel-Sanpascual,LAUREL,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026012,Ambiguous
Malaking Pook,MALAKING POOK,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026013,Exact
Mataas Na Lupa-Sanpascual,MATAAS NA LUPA,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026014,Ambiguous
Natunuan North,NATUNUAN NORTH,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026015,Exact
Natunuan South,NATUNUAN SOUTH,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026016,Exact
Padre Castillo,PADRE CASTILLO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026017,Exact
Palsahingin,PALSAHINGIN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026018,Exact
Pila,PILA,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026019,Exact
Poblacion-Sanpascual,POBLACION,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026020,Ambiguous
Pook Ni Banal,POOK NI BANAL,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026021,Exact
Pook Ni Kapitan,POOK NI KAPITAN,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026022,Exact
Resplandor,RESPLANDOR,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026023,Exact
Sambat-Sanpascual,SAMBAT,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026024,Ambiguous
San Antonio-Sanpascual,SAN ANTONIO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026025,Ambiguous
San Mariano,SAN MARIANO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026026,Exact
San Mateo,SAN MATEO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026027,Exact
Santa Elena-Sanpascual,SANTA ELENA,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026028,Ambiguous
Santo Nino-Sanpascual,SANTO NINO,SAN PASCUAL,SAN PASCUAL,Batangas,BATANGAS,041026029,Ambiguous
,,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027000,Exact
Antipolo-Teresita,ANTIPOLO,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027001,Ambiguous
Bihis-Teresita,BIHIS,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027002,Ambiguous
Burol,BUROL,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027003,Exact
Calayaan,CALAYAAN,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027004,Exact
Calumala,CALUMALA,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027005,Exact
Cuta East,CUTA EAST,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027006,Exact
Cutang Cawayan,CUTANG CAWAYAN,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027007,Exact
Irukan,IRUKAN,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027008,Exact
Pacifico,PACIFICO,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027009,Exact
Poblacion I,POBLACION I,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027010,Exact
Poblacion II,POBLACION II,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027017,Exact
Poblacion III,POBLACION III,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027018,Exact
Saimsim,SAIMSIM,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027012,Exact
Sampa,SAMPA,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027013,Exact
Sinipian,SINIPIAN,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027014,Exact
Tambo Ibaba,TAMBO IBABA,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027015,Exact
Tambo Ilaya,TAMBO ILAYA,SANTA TERESITA,SANTA TERESITA,Batangas,BATANGAS,041027016,Exact
,,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028000,Exact
Barangay I (Pob.)-Stotomas,BARANGAY I,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028001,Ambiguous
Barangay II (Pob.)-Stotomas,BARANGAY II,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028002,Ambiguous
Barangay III (Pob.)-Stotomas,BARANGAY III,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028003,Ambiguous
Barangay IV (Pob.)-Stotomas,BARANGAY IV,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028004,Ambiguous
San Agustin-Santotomas,SAN AGUSTIN,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028005,Ambiguous
San Antonio-Stotomas,SAN ANTONIO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028006,Ambiguous
San Bartolome,SAN BARTOLOME,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028007,Exact
San Felix,SAN FELIX,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028008,Exact
San Fernando-Stotomas,SAN FERNANDO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028009,Ambiguous
San Francisco-Stotomas,SAN FRANCISCO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028010,Ambiguous
San Isidro Norte,SAN ISIDRO NORTE,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028011,Exact
San Isidro Sur,SAN ISIDRO SUR,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028012,Exact
San Joaquin,SAN JOAQUIN,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028013,Exact
San Jose-Stotomas,SAN JOSE,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028014,Ambiguous
San Juan-Stotomas,SAN JUAN,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028015,Ambiguous
San Luis,SAN LUIS,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028016,Exact
San Miguel-Stotomas,SAN MIGUEL,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028017,Ambiguous
San Pablo-Stotomas,SAN PABLO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028018,Ambiguous
San Pedro-Stotomas,SAN PEDRO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028019,Ambiguous
San Rafael,SAN RAFAEL,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028020,Exact
San Roque-Stotomas,SAN ROQUE,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028021,Ambiguous
San Vicente-Stotomas,SAN VICENTE,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028022,Ambiguous
Santa Anastacia,SANTA ANASTACIA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028024,Exact
Santa Ana-Stotomas,SANTA ANA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028023,Ambiguous
Santa Clara-Stotomas,SANTA CLARA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028025,Ambiguous
Santa Cruz-Stotomas,SANTA CRUZ,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028026,Ambiguous
Santa Elena-Stotomas,SANTA ELENA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028027,Ambiguous
Santa Maria-Stotomas,SANTA MARIA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028028,Ambiguous
Santa Teresita,SANTA TERESITA,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028030,Exact
Santiago-Stotomas,SANTIAGO,SANTO TOMAS,SANTO TOMAS,Batangas,BATANGAS,041028029,Ambiguous
,,TAAL,TAAL,Batangas,BATANGAS,041029000,Exact
Apacay,APACAY,TAAL,TAAL,Batangas,BATANGAS,041029001,Exact
Balisong,BALISONG,TAAL,TAAL,Batangas,BATANGAS,041029002,Exact
Bihis-Taal,BIHIS,TAAL,TAAL,Batangas,BATANGAS,041029003,Ambiguous
Bolbok-Taal,BOLBOK,TAAL,TAAL,Batangas,BATANGAS,041029004,Ambiguous
Buli,BULI,TAAL,TAAL,Batangas,BATANGAS,041029005,Exact
Butong,BUTONG,TAAL,TAAL,Batangas,BATANGAS,041029006,Exact
Carasuche,CARASUCHE,TAAL,TAAL,Batangas,BATANGAS,041029007,Exact
Cawit,CAWIT,TAAL,TAAL,Batangas,BATANGAS,041029008,Exact
Caysasay,CAYSASAY,TAAL,TAAL,Batangas,BATANGAS,041029009,Exact
Cubamba,CUBAMBA,TAAL,TAAL,Batangas,BATANGAS,041029010,Exact
Cultihan,CULTIHAN,TAAL,TAAL,Batangas,BATANGAS,041029011,Exact
Gahol,GAHOL,TAAL,TAAL,Batangas,BATANGAS,041029012,Exact
Halang-Taal,HALANG,TAAL,TAAL,Batangas,BATANGAS,041029013,Ambiguous
Iba,IBA,TAAL,TAAL,Batangas,BATANGAS,041029014,Exact
Ilog,ILOG,TAAL,TAAL,Batangas,BATANGAS,041029015,Exact
Imamawo,IMAMAWO,TAAL,TAAL,Batangas,BATANGAS,041029016,Exact
Ipil,IPIL,TAAL,TAAL,Batangas,BATANGAS,041029017,Exact
Laguile,LAGUILE,TAAL,TAAL,Batangas,BATANGAS,041029045,Exact
Latag-Taal,LATAG,TAAL,TAAL,Batangas,BATANGAS,041029046,Ambiguous
Luntal-Taal,LUNTAL,TAAL,TAAL,Batangas,BATANGAS,041029018,Ambiguous
Mahabang Lodlod,MAHABANG LODLOD,TAAL,TAAL,Batangas,BATANGAS,041029019,Exact
Niogan,NIOGAN,TAAL,TAAL,Batangas,BATANGAS,041029020,Exact
Pansol-Taal,PANSOL,TAAL,TAAL,Batangas,BATANGAS,041029021,Ambiguous
Poblacion 1,POBLACION 1,TAAL,TAAL,Batangas,BATANGAS,041029023,Exact
Poblacion 10,POBLACION 10,TAAL,TAAL,Batangas,BATANGAS,041029024,Exact
Poblacion 11,POBLACION 11,TAAL,TAAL,Batangas,BATANGAS,041029022,Exact
Poblacion 12,POBLACION 12,TAAL,TAAL,Batangas,BATANGAS,041029025,Exact
Poblacion 13,POBLACION 13,TAAL,TAAL,Batangas,BATANGAS,041029050,Exact
Poblacion 14,POBLACION 14,TAAL,TAAL,Batangas,BATANGAS,041029051,Exact
Poblacion 2,POBLACION 2,TAAL,TAAL,Batangas,BATANGAS,041029026,Exact
Poblacion 3,POBLACION 3,TAAL,TAAL,Batangas,BATANGAS,041029027,Exact
Poblacion 4,POBLACION 4,TAAL,TAAL,Batangas,BATANGAS,041029028,Exact
Poblacion 5,POBLACION 5,TAAL,TAAL,Batangas,BATANGAS,041029029,Exact
Poblacion 6,POBLACION 6,TAAL,TAAL,Batangas,BATANGAS,041029030,Exact
Poblacion 7,POBLACION 7,TAAL,TAAL,Batangas,BATANGAS,041029031,Exact
Poblacion 8,POBLACION 8,TAAL,TAAL,Batangas,BATANGAS,041029032,Exact
Poblacion 9,POBLACION 9,TAAL,TAAL,Batangas,BATANGAS,041029033,Exact
Pook-Taal,POOK,TAAL,TAAL,Batangas,BATANGAS,041029034,Ambiguous
Seiran,SEIRAN,TAAL,TAAL,Batangas,BATANGAS,041029044,Exact
Tatlong Maria,TATLONG MARIA,TAAL,TAAL,Batangas,BATANGAS,041029049,Exact
Tierra Alta,TIERRA ALTA,TAAL,TAAL,Batangas,BATANGAS,041029047,Exact
Tulo-Taal,TULO,TAAL,TAAL,Batangas,BATANGAS,041029048,Ambiguous
,,TALISAY,TALISAY,Batangas,BATANGAS,041030000,Exact
Aya-Talisay,AYA,TALISAY,TALISAY,Batangas,BATANGAS,041030001,Ambiguous
Balas,BALAS,TALISAY,TALISAY,Batangas,BATANGAS,041030003,Exact
Banga,BANGA,TALISAY,TALISAY,Batangas,BATANGAS,041030004,Exact
Buco,BUCO,TALISAY,TALISAY,Batangas,BATANGAS,041030006,Exact
Caloocan-Talisay,CALOOCAN,TALISAY,TALISAY,Batangas,BATANGAS,041030008,Ambiguous
Leynes,LEYNES,TALISAY,TALISAY,Batangas,BATANGAS,041030009,Exact
Miranda,MIRANDA,TALISAY,TALISAY,Batangas,BATANGAS,041030010,Exact
Poblacion Barangay 1-Talisay,POBLACION BARANGAY 1,TALISAY,TALISAY,Batangas,BATANGAS,041030011,Ambiguous
Poblacion Barangay 2-Talisay,POBLACION BARANGAY 2,TALISAY,TALISAY,Batangas,BATANGAS,041030012,Ambiguous
Poblacion Barangay 3-Talisay,POBLACION BARANGAY 3,TALISAY,TALISAY,Batangas,BATANGAS,041030013,Ambiguous
Poblacion Barangay 4-Talisay,POBLACION BARANGAY 4,TALISAY,TALISAY,Batangas,BATANGAS,041030014,Ambiguous
Poblacion Barangay 5-Talisay,POBLACION BARANGAY 5,TALISAY,TALISAY,Batangas,BATANGAS,041030015,Ambiguous
Poblacion Barangay 6-Talisay,POBLACION BARANGAY 6,TALISAY,TALISAY,Batangas,BATANGAS,041030016,Ambiguous
Poblacion Barangay 7-Talisay,POBLACION BARANGAY 7,TALISAY,TALISAY,Batangas,BATANGAS,041030017,Ambiguous
Poblacion Barangay 8-Talisay,POBLACION BARANGAY 8,TALISAY,TALISAY,Batangas,BATANGAS,041030018,Ambiguous
Quiling,QUILING,TALISAY,TALISAY,Batangas,BATANGAS,041030019,Exact
Sampaloc,SAMPALOC,TALISAY,TALISAY,Batangas,BATANGAS,041030020,Exact
San Guillermo-Talisay,SAN GUILLERMO,TALISAY,TALISAY,Batangas,BATANGAS,041030021,Ambiguous
Santa Maria-Talisay,SANTA MARIA,TALISAY,TALISAY,Batangas,BATANGAS,041030023,Ambiguous
Tranca,TRANCA,TALISAY,TALISAY,Batangas,BATANGAS,041030024,Exact
Tumaway,TUMAWAY,TALISAY,TALISAY,Batangas,BATANGAS,041030025,Exact
,,TAYSAN,TAYSAN,Batangas,BATANGAS,041032000,Exact
Bacao,BACAO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032001,Exact
Bilogo-Taysan,BILOGO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032002,Ambiguous
Bukal-Taysan,BUKAL,TAYSAN,TAYSAN,Batangas,BATANGAS,041032003,Ambiguous
Dagatan-Taysan,DAGATAN,TAYSAN,TAYSAN,Batangas,BATANGAS,041032004,Ambiguous
Guinhawa-Taysan,GUINHAWA,TAYSAN,TAYSAN,Batangas,BATANGAS,041032005,Ambiguous
Laurel-Taysan,LAUREL,TAYSAN,TAYSAN,Batangas,BATANGAS,041032006,Ambiguous
Mabayabas,MABAYABAS,TAYSAN,TAYSAN,Batangas,BATANGAS,041032007,Exact
Mahanadiong,MAHANADIONG,TAYSAN,TAYSAN,Batangas,BATANGAS,041032008,Exact
Mapulo,MAPULO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032009,Exact
Mataas Na Lupa-Taysan,MATAAS NA LUPA,TAYSAN,TAYSAN,Batangas,BATANGAS,041032010,Ambiguous
Pag-Asa,PAG-ASA,TAYSAN,TAYSAN,Batangas,BATANGAS,041032011,Exact
Panghayaan-Taysan,PANGHAYAAN,TAYSAN,TAYSAN,Batangas,BATANGAS,041032012,Ambiguous
Pina,PINA,TAYSAN,TAYSAN,Batangas,BATANGAS,041032013,Exact
Pinagbayanan-Taysan,PINAGBAYANAN,TAYSAN,TAYSAN,Batangas,BATANGAS,041032014,Ambiguous
Poblacion East-Taysan,POBLACION EAST,TAYSAN,TAYSAN,Batangas,BATANGAS,041032015,Ambiguous
Poblacion West-Taysan,POBLACION WEST,TAYSAN,TAYSAN,Batangas,BATANGAS,041032016,Ambiguous
San Isidro-Taysan,SAN ISIDRO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032017,Ambiguous
San Marcelino,SAN MARCELINO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032018,Exact
Santo Nino-Taysan,SANTO NINO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032019,Ambiguous
Tilambo,TILAMBO,TAYSAN,TAYSAN,Batangas,BATANGAS,041032020,Exact
,,TINGLOY,TINGLOY,Batangas,BATANGAS,041033000,Exact
Barangay 13 (Poblacion 1),BARANGAY 13,TINGLOY,TINGLOY,Batangas,BATANGAS,041033008,Ambiguous
Barangay 14 (Poblacion 2),BARANGAY 14,TINGLOY,TINGLOY,Batangas,BATANGAS,041033009,Ambiguous
Barangay 15 (Poblacion 3),BARANGAY 15,TINGLOY,TINGLOY,Batangas,BATANGAS,041033010,Ambiguous
Corona,CORONA,TINGLOY,TINGLOY,Batangas,BATANGAS,041033001,Exact
Gamao,GAMAO,TINGLOY,TINGLOY,Batangas,BATANGAS,041033003,Exact
Makawayan,MAKAWAYAN,TINGLOY,TINGLOY,Batangas,BATANGAS,041033004,Exact
Marikaban,MARIKABAN,TINGLOY,TINGLOY,Batangas,BATANGAS,041033005,Exact
Papaya-Tingloy,PAPAYA,TINGLOY,TINGLOY,Batangas,BATANGAS,041033006,Ambiguous
Pisa,PISA,TINGLOY,TINGLOY,Batangas,BATANGAS,041033007,Exact
San Isidro-Tingloy,SAN ISIDRO,TINGLOY,TINGLOY,Batangas,BATANGAS,041033011,Ambiguous
San Jose-Tingloy,SAN JOSE,TINGLOY,TINGLOY,Batangas,BATANGAS,041033012,Ambiguous
San Juan-Tingloy,SAN JUAN,TINGLOY,TINGLOY,Batangas,BATANGAS,041033013,Ambiguous
San Pedro-Tingloy,SAN PEDRO,TINGLOY,TINGLOY,Batangas,BATANGAS,041033014,Ambiguous
Santo Tomas-Tingloy,SANTO TOMAS,TINGLOY,TINGLOY,Batangas,BATANGAS,041033015,Ambiguous
Talahib,TALAHIB,TINGLOY,TINGLOY,Batangas,BATANGAS,041033016,Exact
,,TUY,TUY,Batangas,BATANGAS,041034000,Exact
Acle,ACLE,TUY,TUY,Batangas,BATANGAS,041034001,Exact
Bayudbud,BAYUDBUD,TUY,TUY,Batangas,BATANGAS,041034002,Exact
Bolboc,BOLBOC,TUY,TUY,Batangas,BATANGAS,041034003,Exact
Burgos (Pob.),BURGOS,TUY,TUY,Batangas,BATANGAS,041034014,Ambiguous
Dalima,DALIMA,TUY,TUY,Batangas,BATANGAS,041034004,Exact
Dao-Tuy,DAO,TUY,TUY,Batangas,BATANGAS,041034005,Ambiguous
Guinhawa-Tuy,GUINHAWA,TUY,TUY,Batangas,BATANGAS,041034006,Ambiguous
Lumbangan-Tuy,LUMBANGAN,TUY,TUY,Batangas,BATANGAS,041034007,Ambiguous
Luna (Pob.),LUNA,TUY,TUY,Batangas,BATANGAS,041034013,Ambiguous
Luntal-Tuy,LUNTAL,TUY,TUY,Batangas,BATANGAS,041034008,Ambiguous
Magahis,MAGAHIS,TUY,TUY,Batangas,BATANGAS,041034009,Exact
Malibu,MALIBU,TUY,TUY,Batangas,BATANGAS,041034010,Exact
Mataywanac,MATAYWANAC,TUY,TUY,Batangas,BATANGAS,041034011,Exact
Palincaro,PALINCARO,TUY,TUY,Batangas,BATANGAS,041034012,Exact
Putol,PUTOL,TUY,TUY,Batangas,BATANGAS,041034017,Exact
Rillo (Pob.),RILLO,TUY,TUY,Batangas,BATANGAS,041034016,Ambiguous
Rizal (Pob.),RIZAL,TUY,TUY,Batangas,BATANGAS,041034015,Ambiguous
Sabang-Tuy,SABANG,TUY,TUY,Batangas,BATANGAS,041034018,Ambiguous
San Jose-Tuy,SAN JOSE,TUY,TUY,Batangas,BATANGAS,041034019,Ambiguous
Talon-Tuy,TALON,TUY,TUY,Batangas,BATANGAS,041034021,Ambiguous
Toong,TOONG,TUY,TUY,Batangas,BATANGAS,041034022,Exact
Tuyon-tuyon,TUYON-TUYON,TUY,TUY,Batangas,BATANGAS,041034023,Exact
