source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
Bunawan Brook,BUNAWAN BROOK,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302001,Exact
Consuelo,CONSUELO,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302002,Exact
Imelda,IMELDA,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302008,Exact
Libertad (Bunawan),LIBERTAD,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302003,Ambiguous
Mambalili,MAMBALILI,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302004,Exact
Nueva Era,NUEVA ERA,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302009,Exact
Poblacion (Bunawan),POBLACION,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302005,Ambiguous
San Andres,SAN ANDRES,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302006,Exact
San Marcos,SAN MARCOS,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302007,Exact
San Teodoro,SAN TEODORO,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302010,Exact
,,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303000,Exact
Agsabo,AGSABU,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303031,Ambiguous
Aguinaldo,AGUINALDO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303032,Exact
Anolingan,ANOLINGAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303001,Exact
Bakingking,BAKINGKING,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303002,Exact
Balobo,BALUBO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303033,Ambiguous
Bentahon,BENTAHON,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303003,Exact
Bunaguit,BUNAGUIT,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303004,Exact
Catmonon,CATMONON,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303006,Exact
Cebulan,CEBULAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303034,Exact
Concordia,CONCORDIA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303007,Exact
Crossing Luna,CROSSING LUNA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303035,Exact
Cubo,CUBO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303036,Exact
Dakutan,DAKUTAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303008,Exact
Duangan,DUANGAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303009,Exact
Guadalupe,GUADALUPE,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303011,Exact
Guibonon,GUIBONON,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303037,Exact
Hawilian,HAWILIAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303012,Exact
Kalabuan,KALABUAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303038,Exact
Kinamaybay,KINAMAYBAY,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303039,Exact
Labao,LABAO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303013,Exact
Langag,LANGAG,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303040,Exact
Maasin,MAASIN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303014,Exact
Mac-Arthur,MAC-ARTHUR,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303010,Exact
Mahagcot,MAHAGCOT,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303015,Exact
Maliwanag,MALIWANAG,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303041,Exact
Milagros,MILAGROS,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303016,Exact
Nato,NATO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303017,Exact
New Gingoog,NEW GINGOOG,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303042,Exact
Odiong,ODIONG,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303043,Exact
Oro,ORO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303018,Exact
Piglawigan,PIGLAWIGAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303044,Exact
Poblacion (Esperanza,POBLACION,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303019,Ambiguous
Remedios,REMEDIOS,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303020,Exact
Salug,SALUG,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303021,Exact
San Isidro (Esperanz,SAN ISIDRO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303045,Ambiguous
San Jose (Esperanza),SAN JOSE,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303046,Ambiguous
San Toribio,SAN TORIBIO,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303022,Exact
San Vicente (Esperan,SAN VICENTE,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303047,Ambiguous
Santa Fe,SANTA FE,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303023,Exact
Segunda,SEGUNDA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303024,Exact
Sinakungan,SINAKUNGAN,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303048,Exact
Tagabase,TAGABASE,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303026,Exact
Taganahaw,TAGANAHAW,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303027,Exact
Tagbalili,TAGBALILI,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303028,Exact
Tahina,TAHINA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303029,Exact
Tandang Sora,TANDANG SORA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303030,Exact
Valentina (Esperanza,VALENTINA,ESPERANZA,ESPERANZA,Agusan del Sur,AGUSAN DEL SUR,160303049,Ambiguous
,,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304000,Exact
Angeles,ANGELES,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304009,Exact
Bataan,BATAAN,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304001,Exact
Comota,COMOTA,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304002,Exact
Halapitan,HALAPITAN,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304003,Exact
Kasapa II,KASAPA II,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304010,Exact
Langasian,LANGASIAN,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304004,Exact
Lydia,LYDIA,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304011,Exact
Osmena (La Paz),"OSMEÑA, SR.",LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304005,Ambiguous
Panagangan,PANAGANGAN,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304012,Exact
Poblacion (La Paz),POBLACION,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304006,Ambiguous
Sabang Adgawan,SABANG ADGAWAN,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304013,Exact
Sagunto,SAGUNTO,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304007,Exact
San Patricio,SAN PATRICIO,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304014,Exact
Valentina (La Paz),VALENTINA,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304015,Ambiguous
Villa Paz,VILLA PAZ,LA PAZ,LA PAZ,Agusan del Sur,AGUSAN DEL SUR,160304008,Exact
,,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305000,Exact
Binucayan,BINUCAYAN,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305001,Exact
Johnson,JOHNSON,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305002,Exact
Kasapa,KASAPA,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305013,Exact
Katipunan (Loreto),KATIPUNAN,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305014,Ambiguous
Kauswagan (Loreto),KAUSWAGAN,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305015,Ambiguous
Magaud,MAGAUD,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305003,Exact
Nueva Gracia,NUEVA GRACIA,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305004,Exact
Poblacion (Loreto),POBLACION,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305005,Ambiguous
Sabud,SABUD,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305017,Exact
San Isidro (Loreto),SAN ISIDRO,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305006,Ambiguous
San Mariano,SAN MARIANO,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305007,Exact
San Vicente (Loreto),SAN VICENTE,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305008,Ambiguous
Santa Teresa,SANTA TERESA,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305009,Exact
Sto Nino (Loreto),SANTO NINO,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305016,Ambiguous
Santo Tomas,SANTO TOMAS,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305010,Exact
Violanta,VIOLANTA,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305011,Exact
Waloe,WALOE,LORETO,LORETO,Agusan del Sur,AGUSAN DEL SUR,160305012,Exact
,,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306000,Exact
Sta Maria (Prosperi,SANTA MARIA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306032,Ambiguous
Sta Irene (Prosper,SANTA IRENE,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306031,Ambiguous
San Vicente (Prosper,SAN VICENTE,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306030,Ambiguous
San Salvador,SAN SALVADOR,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306029,Exact
San Roque (Prosper,SAN ROQUE,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306035,Ambiguous
San Rafael,SAN RAFAEL,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306027,Exact
San Pedro (Prosperid,SAN PEDRO,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306026,Ambiguous
San Martin,SAN MARTIN,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306025,Exact
San Lorenzo,SAN LORENZO,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306024,Exact
San Jose (Prosperida,SAN JOSE,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306023,Ambiguous
San Joaquin,SAN JOAQUIN,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306022,Exact
Salvacion (Prosperid,SALVACION,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306021,Ambiguous
Salimbogaon,SALIMBOGAON,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306020,Exact
Poblacion (Prosperid,POBLACION,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306004,Ambiguous
Patin-ay,PATIN-AY,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306018,Exact
New Maug,NEW MAUG,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306016,Exact
Napo,NAPO,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306017,Exact
Mapaga,MAPAGA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306015,Exact
Magsaysay (Prosperid,MAGSAYSAY,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306014,Ambiguous
Mabuhay (Prosperidad,MABUHAY,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306013,Ambiguous
Lucena,LUCENA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306012,Exact
Los Arcos,LOS ARCOS,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306011,Exact
Libertad (Prosperida,LIBERTAD,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306010,Ambiguous
Las Navas,LAS NAVAS,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306009,Exact
La Union,LA UNION,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306008,Exact
La Suerte,LA SUERTE,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306007,Exact
La Purisima,LA PURISIMA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306034,Exact
La Perian,LA PERIAN,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306033,Exact
La Caridad,LA CARIDAD,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306006,Exact
Azpetia,AZPETIA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306003,Exact
Awa,AWA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306002,Exact
Aurora (Prosperidad),AURORA,PROSPERIDAD,PROSPERIDAD,Agusan del Sur,AGUSAN DEL SUR,160306001,Ambiguous
,,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307000,Exact
Bayugan 3,BAYUGAN 3,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307001,Exact
Cabantao,CABANTAO,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307002,Exact
Cabawan,CABAWAN,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307003,Exact
Libuac,LIBUAC,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307010,Exact
Maligaya,MALIGAYA,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307011,Exact
Marfil,MARFIL,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307004,Exact
Novele,NOVELE,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307005,Exact
Poblacion (Rosario),POBLACION,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307006,Ambiguous
Santa Cruz (Rosario),SANTA CRUZ,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307007,Ambiguous
Tagbayagan,TAGBAYAGAN,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307008,Exact
Wasi-an,WASI-AN,ROSARIO,ROSARIO,Agusan del Sur,AGUSAN DEL SUR,160307009,Exact
,,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308000,Exact
Alegria,ALEGRIA,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308001,Exact
Barangay 1,BARANGAY 1,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308015,Exact
Barangay 2,BARANGAY 2,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308016,Exact
Barangay 3,BARANGAY 3,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308017,Exact
Barangay 4,BARANGAY 4,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308018,Exact
Barangay 5,BARANGAY 5,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308019,Exact
Bayugan 2,BAYUGAN 2,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308002,Exact
Bitan-agan,BITAN-AGAN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308025,Exact
Borbon,BORBON,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308003,Exact
Buenasuerte,BUENASUERTE,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308026,Exact
Caimpugan,CAIMPUGAN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308005,Exact
Das-agan,DAS-AGAN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308027,Exact
Ebro,EBRO,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308006,Exact
Hubang,HUBANG,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308007,Exact
Karaus,KARAUS,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308028,Exact
Ladgadan,LADGADAN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308029,Exact
Lapinigan,LAPINIGAN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308008,Exact
Lucac,LUCAC,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308009,Exact
Mate,MATE,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308010,Exact
New Visayas (SFrans),NEW VISAYAS,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308011,Ambiguous
Ormaca,ORMACA,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308030,Exact
Pasta,PASTA,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308012,Exact
Pisa-an,PISA-AN,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308013,Exact
Rizal,RIZAL,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308020,Exact
San Isidro (SFrans),SAN ISIDRO,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308021,Ambiguous
Santa Ana,SANTA ANA,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308022,Exact
Tagapua,TAGAPUA,SAN FRANCISCO,SAN FRANCISCO,Agusan del Sur,AGUSAN DEL SUR,160308024,Exact
,,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309000,Exact
Anislagan,ANISLAGAN,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309001,Exact
Wegguam,WEGGUAM,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309024,Exact
Mahapag,MAHAPAG,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309016,Exact
Santiago,SANTIAGO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309023,Exact
Muritula,MURITULA,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309018,Exact
Dimasalang,DIMASALANG,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309011,Exact
Don Pedro,DON PEDRO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309013,Exact
Culi (San Luis),CULI,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309004,Ambiguous
Dona Maxima,DONA MAXIMA,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309025,Exact
Santa Ines,SANTA INES,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309007,Exact
Poblacion (San Luis),POBLACION,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309006,Ambiguous
Dona Flavia,DONA FLAVIA,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309014,Exact
Baylo,BAYLO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309002,Exact
Coalicion,COALICION,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309003,Exact
Don Alejandro,DON ALEJANDRO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309012,Exact
Nuevo Trabajo,NUEVO TRABAJO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309005,Exact
Balit,BALIT,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309008,Exact
San Pedro (San Luis),SAN PEDRO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309021,Ambiguous
Mahayahay (San Luis),MAHAYAHAY,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309017,Ambiguous
Mahagsay,MAHAGSAY,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309015,Exact
Binicalan,BINICALAN,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309009,Exact
Policarpo,POLICARPO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309019,Exact
Santa Rita,SANTA RITA,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309022,Exact
San Isidro (San Luis,SAN ISIDRO,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309020,Ambiguous
Cecilia,CECILIA,SAN LUIS,SAN LUIS,Agusan del Sur,AGUSAN DEL SUR,160309010,Exact
,,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310000,Exact
Angas,ANGAS,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310001,Exact
Aurora (Santa Josefa,AURORA,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310002,Ambiguous
Awao,AWAO,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310003,Exact
Concepcion,CONCEPCION,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310010,Exact
Pag-asa,PAG-ASA,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310011,Exact
Patrocinio,PATROCINIO,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310005,Exact
Poblacion (Sta. Jose,POBLACION,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310006,Ambiguous
San Jose (Sta Josefa,SAN JOSE,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310007,Ambiguous
Santa Isabel,SANTA ISABEL,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310008,Exact
Sayon,SAYON,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310009,Exact
Tapaz,TAPAZ,SANTA JOSEFA,SANTA JOSEFA,Agusan del Sur,AGUSAN DEL SUR,160310004,Exact
,,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314000,Exact
Afga,AFGA,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314001,Exact
Anahawan,ANAHAWAN,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314002,Exact
Banagbanag,BANAGBANAG,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314003,Exact
Del Rosario,DEL ROSARIO,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314004,Exact
El Rio,EL RIO,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314005,Exact
Ilihan,ILIHAN,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314006,Exact
Kauswagan (Sibagat),KAUSWAGAN,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314007,Ambiguous
Kioya,KIOYA,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314008,Exact
Kolambugan,KOLAMBUGAN,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314024,Exact
Magkalape,MAGKALAPE,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314009,Exact
Magsaysay (Sibagat),MAGSAYSAY,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314010,Ambiguous
Mahayahay (Sibagat),MAHAYAHAY,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314011,Ambiguous
New Tubigon,NEW TUBIGON,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314012,Exact
Padiay,PADIAY,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314013,Exact
Perez,PEREZ,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314014,Exact
Poblacion (Sibagat),POBLACION,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314015,Ambiguous
San Isidro (Sibagat),SAN ISIDRO,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314016,Ambiguous
San Vicente (Sibagat,SAN VICENTE,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314017,Ambiguous
Santa Cruz (Sibagat),SANTA CRUZ,SIBAGAT,SIBAGAT,Agusan del Sur,AGUSAN DEL SUR,160314018,Ambiguous
